brand,product_id,product_title,current_pa_origin,proposed_pa_origin,current_custom_origin,proposed_custom_origin,actions,reasons,has_structured_description,structured_description_would_change,faq_would_change
"The Inkey List",63903,"The Inkey List Caffeine Eye Cream &#8211; 15 ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63907,"The INKEY List Niacinamide &#8211; 30ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63909,"The INKEY List Q10 Serum 30ml",uk,uk,Korea,UK,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_uk,no,no,yes
"The Inkey List",63911,"The INKEY List 2% Tranexamic Acid Treatment Serum &#8211; 30 ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Inkey List",63913,"The INKEY List Retinol &#8211; 30 ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"The Ordinary",23083,"The Ordinary AHA 30% + BHA 2% Peeling Solution 30ml",canada,canada,USA,Canada,sync_custom_origin,custom_origin_usa_vs_canada,yes,no,no
"The Ordinary",50673,"The Ordinary Glycolic Acid 7% Exfoliating Toner 240ml",canada,canada,USA,Canada,sync_custom_origin|sync_structured_description,custom_origin_usa_vs_canada,yes,yes,no
"The Ordinary",52334,"The Ordinary Multi-Peptide Hair Serum For Hair Density 60ml",canada,canada,USA,Canada,sync_custom_origin,custom_origin_usa_vs_canada,yes,no,no
"The Ordinary",57594,"The Ordinary Retinol 0.5% in Squalane 30ml",canada,canada,USA,Canada,sync_custom_origin,custom_origin_usa_vs_canada,yes,no,no
"The Ordinary",57606,"The ordinary hyaluronic acid 2% + B5 30ml",canada,canada,USA,Canada,sync_custom_origin,custom_origin_usa_vs_canada,yes,no,no
"The Ordinary",59562,"The Ordinary Azelaic Acid Suspension 10% 30ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",60121,"The Ordinary Alpha Arbutin 2% + Ha 30 ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",60974,"The Ordinary Caffeine Solution 5% + EGCG 30 ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",62688,"Ordinary Caffeine Solution 5% + EGCG 30ml",canada,canada,Korea,Canada,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_canada,yes,yes,yes
"The Ordinary",63017,"Ordinary AHA 30% + BHA 2% Peeling Solution 15ml",canada,canada,Korea,Canada,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_canada,yes,yes,yes
"The Ordinary",63505,"The Ordinary Lactic Acid 5% + HA 30ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63603,"The Ordinary Salicylic Acid 2% Solution 30ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63713,"The Ordinary B Oil 30ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63715,"The Ordinary Mineral UV Filters SPF 30 with Antioxidants 50ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63717,"The Ordinary Granactive Retinoid 5% in Squalane 30ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63719,"The Ordinary Ascorbyl Tetraisopalmitate Solution 20% in Vitamin F 30ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63721,"The Ordinary “Buffet” 60ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63723,"The Ordinary Buffet + Copper Peptides 1% 30ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63725,"The Ordinary Natural Moisturizing Factors + HA 100ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63727,"The Ordinary Natural Moisturizing Factors + HA 30ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63729,"The Ordinary High Adherence Silicone Primer 30ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63731,"The Ordinary Glycolic Acid 7% Toning Solution 240ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63733,"The Ordinary Lactic Acid 10% + HA 30ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63735,"The Ordinary Granactive Retinoid 2% Emulsion 30ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63737,"The Ordinary 100% Organic Cold-Pressed Moroccan Argan Oil 30ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63739,"The Ordinary 100% Plant-Derived Squalane 30ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63741,"The Ordinary Resveratrol 3% + Ferulic Acid 3% 30ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63743,"The Ordinary Pycnogenol 5% 15ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63745,"The Ordinary Mandelic Acid 10% + HA 30ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63751,"The Ordinary Amino Acid + B5 30ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63753,"The Ordinary Multi-Peptide Eye Serum 15ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63755,"The Ordinary Multi-Peptide + HA Serum 30ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63757,"The Ordinary Granactive Retinoid 2% in Squalane 30ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63759,"The Ordinary Ascorbic Acid 8% + Alpha Arbutin 2% 30ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63761,"The Ordinary Salicylic Acid 2% Masque 50ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
"The Ordinary",63763,"The Ordinary 100% Organic Cold-Pressed Rose Hip Seed Oil 30ml",canada,canada,USA,Canada,sync_custom_origin|sync_faq,custom_origin_usa_vs_canada,yes,no,yes
Topicals,63089,"TOPICALS FADED BRIGHTENING &#038; CLEARING SERUM 15 ML",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Topicals,63109,"Topicals Faded Brightening &#038; Clearing Serum 50 ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Tpark,75333,"T-Park Lemon &#038; Honey Face Wash 100ml",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
"Trendy Beauties",75490,"Trendy Beauties Fales Eyelashes 3pairs &#8211; 009",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
"Trendy Beautis",75485,"Trendy Beauties Liquid Matte Waterproof Lipstick 05",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
"Trendy Beautis",75486,"Trendy Beauties Liquid Matte Waterproof Lipstick 05",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
"Trendy Beautis",75488,"Trendy Beauties Liquid Matte Waterproof Lipstick 07",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
"Trendy Beautis",75492,"Trendy Beauties Pro Matte Full Coverage Waterproof Foundation SPF20 (04-Golden) 30ml",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
"Trendy Beautis",75494,"Trendy Beauties Pro Matte Full Coverage Waterproof Foundation SPF20 (03-Honey) 30ml",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
"Trendy Beautis",75496,"Trendy Beauties Liquid Matte Waterproof Lipstick 06",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
"Trendy Beautis",75498,"Trendy Beauties Liquid Matte Waterproof Lipstick 02",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
"Trendy Beautis",75500,"Trendy Beauties Liquid Matte Waterproof Lipstick 10",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
"Trendy Beautis",75513,"Trendy Beauties Liquid Matte Waterproof Lipstick 10",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Tresemme,75504,"Tresemme Keratin Smooth Argan Oil Professional Hair Serum 50ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Tresemme,75510,"Tresemme Keratin Smooth Deep Smoothing Mask 300ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Tresemme,75512,"Tresemme Keratin Smooth Shampoo 400ml",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Twinkle,35980,"Twinkle Baby Pant Diaper Large 48pcs",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
Unilever,38103,"POND&#8217;S Super Light Gel Oil Free Face Moisturizer 100g",multinational,multinational,Korea,Multinational,sync_custom_origin,custom_origin_south-korea_vs_multinational,yes,no,no
Unilever,38145,"Skin Cafe Organic Extra Virgin Olive Oil",multinational,multinational,Korea,Multinational,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_multinational,yes,yes,yes
Unilever,75502,"Tresemme Botanique Nourish &#038; Replenish Shampoo 400ml",multinational,multinational,Korea,Multinational,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_multinational,yes,yes,yes
Unilever,75506,"Tresemme Shampoo Keratin Smooth 340ml",multinational,multinational,Korea,Multinational,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_multinational,yes,yes,yes
Unilever,75508,"Tresemme Keratin Smooth Shampoo With Marula Oil 700ml",multinational,multinational,Korea,Multinational,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_multinational,yes,yes,yes
Unilever,75523,"Vaseline Blue Seal Cocoa Butter Petroleum Jelly 250ml",multinational,multinational,Korea,Multinational,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_multinational,yes,yes,yes
Unilever,75531,"Vaseline Blue Seal Cocoa Butter Petroleum Jelly 50ml",multinational,multinational,Korea,Multinational,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_multinational,yes,yes,yes
Unilever,75533,"Vaseline Blue Blue Seal Nourishing Skin Vitamin E Petroleum Jelly 100ml",multinational,multinational,Korea,Multinational,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_multinational,yes,yes,yes
Unilever,75539,"Vaseline Blue Seal Cocoa Butter Petroleum Jelly 100ml",multinational,multinational,Korea,Multinational,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_multinational,yes,yes,yes
Vanicream,75517,"Vanicream Moisturizing Cream 113g",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
"Vatika Naturals",75543,"Vatika Naturals Black Seed Enriched Hair Oil Strong &#038; Shiny 300 ml",uae,india,Korea,India,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_india,yes,yes,yes
"Vatika Naturals",75545,"Vatika Naturals Garlic Hair Oil with Promotes Natural Hair Growth 300 ml",uae,india,Korea,India,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_india,yes,yes,yes
Veet,37420,"Veet Hair Removal Cream Silk for Sensitive Skin, 100ge",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description,custom_origin_south-korea_vs_uk,yes,yes,no
Veet,37427,"Veet Hair Removal Cream Silk and Fresh for Sensitive 100ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
W7,75567,"W7 The Matte Fixer Setting Spray 60ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
W7,75569,"W7 Candy Blush Angel Dust",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
W7,75571,"W7 Candy Blush Gossip",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
W7,75573,"W7 Prime Magic Universal Face Primer 30g",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
W7,75575,"W7 Candy Blush Galactic",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
W7,75577,"W7 Banana Dreams Loose Powder 20g",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
"Wet n Wild",75579,"Wet n Wild Foundation Matte E368C (Golden Beige)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
"Wet n Wild",75581,"Wet n Wild Megalast Liquid Matte Lipstick 926B (Berry Recognize)",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
Wishcare,75613,"WishCare Underarm Roll On Serum 50ml",india,india,Korea,India,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_india,yes,no,yes
Xisjoem,75615,"XiSJOEM Shiny Gliter Shimmering Spray Powder (Y20) 5g",china,china,Korea,China,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_china,yes,yes,yes
Xpel,37078,"XPEL Argan Oil Night Repair Serum 30ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Xpel,37085,"Xpel Tea Tree Oil 10ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Xpel,37091,"Xpel Tea Tree Foaming Face Wash 200ml",uk,uk,Korea,UK,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_uk,yes,yes,yes
Yanagiya,75619,"YANAGIYA Hair Tonic (Menthol Rich)",japan,japan,Korea,Japan,sync_custom_origin|sync_faq,custom_origin_south-korea_vs_japan,yes,no,yes
dermalix,74298,"RADIANT Body Duo Buy Seravix Anti Aging Brighening Body Lotion 240ml Get 1 The Dermalix Rose Soothing Shower Gel 250ml Free",bangladesh,bangladesh,Korea,Bangladesh,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_bangladesh,yes,yes,yes
iUNIK,58632,"iUNIK Centella Calming Daily Sunscreen 60ml",south-korea,south-korea,Japan,"South Korea",sync_custom_origin|sync_structured_description|sync_faq,custom_origin_japan_vs_south-korea,yes,yes,yes
skinLogic,75217,"Skinlogic Exfoliating Shower Gloves 1Pair",usa,usa,Korea,USA,sync_custom_origin|sync_structured_description|sync_faq,custom_origin_south-korea_vs_usa,yes,yes,yes
vaseline,48655,"Vaseline Lip Therapy – Rosy Lips",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,no
vaseline,48689,"Vaseline Body Lotion Intensive Care Cocoa Radiant",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,yes
vaseline,48722,"Vaseline Intensive Care Cocoa Glow Body Cream",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,yes
vaseline,63167,"Vaseline Intensive Care Cocoa Radiant Body Gel Oil- 200ml",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,yes
vaseline,75519,"Vaseline Intensive Care Advanced Repair Fragrance Free Lotion 400ml",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,yes
vaseline,75521,"Vaseline Intensive Care Aloe Soothe Lotion 400ml",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,yes
vaseline,75525,"Vaseline Original Petroleum Jelly 50ml",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,yes
vaseline,75527,"Vaseline Gluta-Hya Serum Burst Lotion Dewy Radiance 290ml",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,yes
vaseline,75529,"Vaseline Healthy Bright Gluta-Hya Serum Burst UV Lotion Flawless Glow 300ml",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,yes
vaseline,75535,"Vaseline Blue Seal Original Petroleum Jelly 100ml",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,yes
vaseline,75537,"Vaseline Blue Seal Aloe Fresh Petroleum Jelly 100ml",usa,uk,Korea,UK,set_pa_origin|sync_custom_origin|sync_structured_description|sync_faq,owner_brand_override|custom_origin_south-korea_vs_uk,yes,yes,yes
